priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta
0,RELIANCE,RELIANCEEQN,2927.1,2944.0,2907.4,2920.1,2927.25,-7.15,-0.24,9878429103281.25,3217.6,2220.3,3133733,9168613336.74,14-Aug-2024 15:59:42,9.24602187966186,-31.51826329775254,13.44,14-Aug-2023,https://nsearchives.nseindia.com/365d/RELIANCE-EQ.svg,15-Jul-2024,-8.48,https://nsearchives.nseindia.com/30d/RELIANCE-EQ.svg,https://nsearchives.nseindia.com/today/RELIANCEEQN.svg,EQ,"{'symbol': 'RELIANCE', 'companyName': 'Reliance Industries Limited', 'industry': 'Refineries & Marketing', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE002A01018', 'slb_isin': 'INE002A01018', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,NESTLEIND,NESTLEINDEQN,2486.9,2491.95,2460.6,2478.0,2484.7,-6.7,-0.27,883997133717.6,2769.3,2145.0,561876,1389704767.08,14-Aug-2024 15:59:51,10.518903694074321,-15.524475524475525,-88.7,14-Aug-2023,https://nsearchives.nseindia.com/365d/NESTLEIND-EQ.svg,15-Jul-2024,-5.01,https://nsearchives.nseindia.com/30d/NESTLEIND-EQ.svg,https://nsearchives.nseindia.com/today/NESTLEINDEQN.svg,EQ,"{'symbol': 'NESTLEIND', 'companyName': 'Nestle India Limited', 'industry': 'Packaged Foods', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE239A01024', 'slb_isin': 'INE239A01024', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,GRASIM,GRASIMEQN,2524.0,2534.5,2505.05,2511.65,2519.25,-7.6,-0.3,926166834870.42,2877.75,1758.05,286936,721738728.88,14-Aug-2024 15:51:10,12.721744418382414,-42.86567503768381,38.67,14-Aug-2023,https://nsearchives.nseindia.com/365d/GRASIM-EQ.svg,15-Jul-2024,-10.39,https://nsearchives.nseindia.com/30d/GRASIM-EQ.svg,https://nsearchives.nseindia.com/today/GRASIMEQN.svg,EQ,"{'symbol': 'GRASIM', 'companyName': 'Grasim Industries Limited', 'industry': 'Cement & Cement Products', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE047A01021', 'slb_isin': 'INE047A01021', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,LT,LTEQN,3558.95,3578.7,3536.5,3540.05,3551.8,-11.75,-0.33,4137418091383.25,3919.9,2616.0,1584372,5635373548.2,14-Aug-2024 15:59:36,9.690298221893414,-35.323012232415905,33.28,14-Aug-2023,https://nsearchives.nseindia.com/365d/LT-EQ.svg,15-Jul-2024,-2.91,https://nsearchives.nseindia.com/30d/LT-EQ.svg,https://nsearchives.nseindia.com/today/LTEQN.svg,EQ,"{'symbol': 'LT', 'companyName': 'Larsen & Toubro Limited', 'industry': 'Civil Construction', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE018A01030', 'slb_isin': 'INE018A01030', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,BRITANNIA,BRITANNIAEQN,5676.0,5695.2,5594.15,5644.0,5666.5,-22.5,-0.4,666135724685.76,6005.0,4347.7,164575,930079154.9999999,14-Aug-2024 15:57:32,6.011656952539551,-29.815764657175063,25.77,14-Aug-2023,https://nsearchives.nseindia.com/365d/BRITANNIA-EQ.svg,15-Jul-2024,-2.59,https://nsearchives.nseindia.com/30d/BRITANNIA-EQ.svg,https://nsearchives.nseindia.com/today/BRITANNIAEQN.svg,EQ,"{'symbol': 'BRITANNIA', 'companyName': 'Britannia Industries Limited', 'industry': 'Packaged Foods', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'N2'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE216A07052', 'slb_isin': 'INE216A01030', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,INDUSINDBK,INDUSINDBKEQN,1356.95,1356.95,1335.95,1343.0,1350.6,-7.6,-0.56,888999468854.4,1694.5,1329.2,4868357,6540248160.940001,14-Aug-2024 15:59:26,20.74358217763352,-1.0382184772795633,-3.66,14-Aug-2023,https://nsearchives.nseindia.com/365d/INDUSINDBK-EQ.svg,15-Jul-2024,-7.34,https://nsearchives.nseindia.com/30d/INDUSINDBK-EQ.svg,https://nsearchives.nseindia.com/today/INDUSINDBKEQN.svg,EQ,"{'symbol': 'INDUSINDBK', 'companyName': 'IndusInd Bank Limited', 'industry': 'Private Sector Bank', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE095A01012', 'slb_isin': 'INE095A01012', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,AXISBANK,AXISBANKEQN,1159.0,1159.0,1148.65,1152.65,1159.6,-6.95,-0.6,3278448444247.52,1339.65,928.9,5021841,5785964326.56,14-Aug-2024 15:58:23,13.958869854066359,-24.08763053073529,22.68,14-Aug-2023,https://nsearchives.nseindia.com/365d/AXISBANK-EQ.svg,15-Jul-2024,-11.81,https://nsearchives.nseindia.com/30d/AXISBANK-EQ.svg,https://nsearchives.nseindia.com/today/AXISBANKEQN.svg,EQ,"{'symbol': 'AXISBANK', 'companyName': 'Axis Bank Limited', 'industry': 'Private Sector Bank', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE238A01034', 'slb_isin': 'INE238A01034', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,ICICIBANK,ICICIBANKEQN,1167.0,1170.05,1153.0,1161.2,1168.35,-7.15,-0.61,8176318641220.8,1257.8,899.0,13431801,15574979167.56,14-Aug-2024 15:59:41,7.680076323739856,-29.16573971078977,21.06,14-Aug-2023,https://nsearchives.nseindia.com/365d/ICICIBANK-EQ.svg,15-Jul-2024,-5.55,https://nsearchives.nseindia.com/30d/ICICIBANK-EQ.svg,https://nsearchives.nseindia.com/today/ICICIBANKEQN.svg,EQ,"{'symbol': 'ICICIBANK', 'companyName': 'ICICI Bank Limited', 'industry': 'Private Sector Bank', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['IL', 'E2'], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN9090A01045', 'slb_isin': 'INE090A01021', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,HINDUNILVR,HINDUNILVREQN,2741.0,2742.55,2706.6,2721.15,2741.4,-20.25,-0.74,2429564299784.69,2811.3,2172.05,946995,2582256496.05,14-Aug-2024 15:52:15,3.206701525984423,-25.28026518726548,7.46,14-Aug-2023,https://nsearchives.nseindia.com/365d/HINDUNILVR-EQ.svg,15-Jul-2024,3.88,https://nsearchives.nseindia.com/30d/HINDUNILVR-EQ.svg,https://nsearchives.nseindia.com/today/HINDUNILVREQN.svg,EQ,"{'symbol': 'HINDUNILVR', 'companyName': 'Hindustan Unilever Limited', 'industry': 'Diversified FMCG', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE030A01027', 'slb_isin': 'INE030A01027', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,APOLLOHOSP,APOLLOHOSPEQN,6600.0,6865.0,6460.25,6538.6,6589.4,-50.8,-0.77,658105250782.14,6874.45,4726.0,1723346,11549037685.92,14-Aug-2024 15:54:30,4.8854817476307115,-38.35378755818875,35.16,14-Aug-2023,https://nsearchives.nseindia.com/365d/APOLLOHOSP-EQ.svg,15-Jul-2024,1.22,https://nsearchives.nseindia.com/30d/APOLLOHOSP-EQ.svg,https://nsearchives.nseindia.com/today/APOLLOHOSPEQN.svg,EQ,"{'symbol': 'APOLLOHOSP', 'companyName': 'Apollo Hospitals Enterprise Limited', 'industry': 'Hospital', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE437A01024', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,BAJAJFINSV,BAJAJFINSVEQN,1545.0,1546.45,1526.8,1529.5,1543.35,-13.85,-0.9,830312190302.91,1741.0,1419.05,1173504,1797538222.08,14-Aug-2024 15:59:57,12.148190695002873,-7.783376202388925,3.18,14-Aug-2023,https://nsearchives.nseindia.com/365d/BAJAJFINSV-EQ.svg,15-Jul-2024,-4.56,https://nsearchives.nseindia.com/30d/BAJAJFINSV-EQ.svg,https://nsearchives.nseindia.com/today/BAJAJFINSVEQN.svg,EQ,"{'symbol': 'BAJAJFINSV', 'companyName': 'Bajaj Finserv Limited', 'industry': 'Holding Company', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE918I01026', 'slb_isin': 'INE918I01026', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,TATACONSUM,TATACONSUMEQN,1187.0,1187.1,1158.7,1167.4,1178.8,-11.4,-0.97,762380287367.56,1256.44,820.05,991108,1158109698.0,14-Aug-2024 15:59:30,7.086689376333129,-42.35717334308885,38.22,14-Aug-2023,https://nsearchives.nseindia.com/365d/TATACONSUM-EQ.svg,15-Jul-2024,1.63,https://nsearchives.nseindia.com/30d/TATACONSUM-EQ.svg,https://nsearchives.nseindia.com/today/TATACONSUMEQN.svg,EQ,"{'symbol': 'TATACONSUM', 'companyName': 'TATA CONSUMER PRODUCTS LIMITED', 'industry': 'Tea & Coffee', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE192A01025', 'slb_isin': 'INE192A01025', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,POWERGRID,POWERGRIDEQN,337.0,338.35,332.5,333.3,336.95,-3.65,-1.08,1518946713907.62,362.5,180.08,12385993,4145839576.9600005,14-Aug-2024 15:57:33,8.055172413793102,-85.08440693025321,36.4,14-Aug-2023,https://nsearchives.nseindia.com/365d/POWERGRID-EQ.svg,15-Jul-2024,-3.01,https://nsearchives.nseindia.com/30d/POWERGRID-EQ.svg,https://nsearchives.nseindia.com/today/POWERGRIDEQN.svg,EQ,"{'symbol': 'POWERGRID', 'companyName': 'Power Grid Corporation of India Limited', 'industry': 'Power - Transmission', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE752E01010', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,CIPLA,CIPLAEQN,1597.0,1597.0,1555.0,1565.35,1583.45,-18.1,-1.14,821667114392.64,1606.7,1132.0,896638,1407927886.74,14-Aug-2024 15:59:17,2.5735980581315823,-38.281802120141336,26.56,14-Aug-2023,https://nsearchives.nseindia.com/365d/CIPLA-EQ.svg,15-Jul-2024,3.07,https://nsearchives.nseindia.com/30d/CIPLA-EQ.svg,https://nsearchives.nseindia.com/today/CIPLAEQN.svg,EQ,"{'symbol': 'CIPLA', 'companyName': 'Cipla Limited', 'industry': 'Pharmaceuticals', 'activeSeries': ['T0', 'EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE059A01026', 'slb_isin': 'INE059A01026', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,EICHERMOT,EICHERMOTEQN,4810.95,4820.0,4716.0,4740.8,4802.25,-61.45,-1.28,649633506984.0,5058.9,3274.9,328795,1559747584.85,14-Aug-2024 15:59:53,6.2879282057364145,-44.76167211212556,41.77,14-Aug-2023,https://nsearchives.nseindia.com/365d/EICHERMOT-EQ.svg,15-Jul-2024,-3.03,https://nsearchives.nseindia.com/30d/EICHERMOT-EQ.svg,https://nsearchives.nseindia.com/today/EICHERMOTEQN.svg,EQ,"{'symbol': 'EICHERMOT', 'companyName': 'Eicher Motors Limited', 'industry': '2/3 Wheelers', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE066A01021', 'slb_isin': 'INE066A01021', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,ADANIPORTS,ADANIPORTSEQN,1488.0,1488.0,1452.0,1460.0,1483.45,-23.45,-1.58,1072292972298.0,1621.4,754.5,2648057,3871724139.7,14-Aug-2024 15:59:37,9.95436042925867,-93.50563286944997,85.73,14-Aug-2023,https://nsearchives.nseindia.com/365d/ADANIPORTS-EQ.svg,15-Jul-2024,-2.21,https://nsearchives.nseindia.com/30d/ADANIPORTS-EQ.svg,https://nsearchives.nseindia.com/today/ADANIPORTSEQN.svg,EQ,"{'symbol': 'ADANIPORTS', 'companyName': 'Adani Ports and Special Economic Zone Limited', 'industry': 'Port & Port services', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE742F01042', 'slb_isin': 'INE742F01042', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,TATASTEEL,TATASTEELEQN,149.9,149.9,142.35,146.5,148.88,-2.38,-1.6,1207032242163.99,184.6,114.6,97911180,14243139354.6,14-Aug-2024 15:59:58,20.639219934994582,-27.83595113438046,23.72,14-Aug-2023,https://nsearchives.nseindia.com/365d/TATASTEEL-EQ.svg,15-Jul-2024,-12.35,https://nsearchives.nseindia.com/30d/TATASTEEL-EQ.svg,https://nsearchives.nseindia.com/today/TATASTEELEQN.svg,EQ,"{'symbol': 'TATASTEEL', 'companyName': 'Tata Steel Limited', 'industry': 'Iron & Steel', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['Q1', 'B1', 'E1', 'IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE081A01020', 'slb_isin': 'INE081A01020', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,ADANIENT,ADANIENTEQN,3085.7,3085.7,3027.75,3036.25,3092.2,-55.95,-1.81,796105532836.34,3743.9,2142.0,1232383,3760629048.3300004,14-Aug-2024 15:59:20,18.901412965089882,-41.748366013071895,23.78,14-Aug-2023,https://nsearchives.nseindia.com/365d/ADANIENT-EQ.svg,15-Jul-2024,-1.63,https://nsearchives.nseindia.com/30d/ADANIENT-EQ.svg,https://nsearchives.nseindia.com/today/ADANIENTEQN.svg,EQ,"{'symbol': 'ADANIENT', 'companyName': 'Adani Enterprises Limited', 'industry': 'Trading - Minerals', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE423A01024', 'slb_isin': 'INE423A01024', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,ONGC,ONGCEQN,335.85,336.5,326.8,329.8,335.9,-6.1,-1.82,1286182585463.03,345.0,172.8,17812763,5914193571.259999,14-Aug-2024 15:59:46,4.405797101449272,-90.85648148148148,84.35,14-Aug-2023,https://nsearchives.nseindia.com/365d/ONGC-EQ.svg,15-Jul-2024,1.75,https://nsearchives.nseindia.com/30d/ONGC-EQ.svg,https://nsearchives.nseindia.com/today/ONGCEQN.svg,EQ,"{'symbol': 'ONGC', 'companyName': 'Oil & Natural Gas Corporation Limited', 'industry': 'Oil Exploration & Production', 'activeSeries': ['T0', 'EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE213A01029', 'slb_isin': 'INE213A01029', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,JSWSTEEL,JSWSTEELEQN,911.95,911.95,885.4,890.0,907.85,-17.85,-1.97,848817071598.6,959.4,723.0,2024615,1815856947.35,14-Aug-2024 15:59:26,7.233687721492598,-23.09820193637621,11.36,14-Aug-2023,https://nsearchives.nseindia.com/365d/JSWSTEEL-EQ.svg,15-Jul-2024,-4.44,https://nsearchives.nseindia.com/30d/JSWSTEEL-EQ.svg,https://nsearchives.nseindia.com/today/JSWSTEELEQN.svg,EQ,"{'symbol': 'JSWSTEEL', 'companyName': 'JSW Steel Limited', 'industry': 'Iron & Steel', 'activeSeries': ['T0', 'EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['P2', 'P1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE019A01038', 'slb_isin': 'INE019A01038', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,DRREDDY,DRREDDYEQN,6955.0,6962.0,6792.5,6800.0,6948.4,-148.4,-2.14,828290513324.0,7035.0,5205.55,345593,2362663824.15,14-Aug-2024 15:59:31,3.3404406538734897,-30.62980856969964,16.79,14-Aug-2023,https://nsearchives.nseindia.com/365d/DRREDDY-EQ.svg,15-Jul-2024,0.09,https://nsearchives.nseindia.com/30d/DRREDDY-EQ.svg,https://nsearchives.nseindia.com/today/DRREDDYEQN.svg,EQ,"{'symbol': 'DRREDDY', 'companyName': ""Dr. Reddy's Laboratories Limited"", 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE089A08051', 'slb_isin': 'INE089A01023', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,ULTRACEMCO,ULTRACEMCOEQN,11200.0,11200.0,10963.1,11006.55,11271.2,-264.65,-2.35,1271024586173.16,12078.0,7987.65,404673,4466610611.34,14-Aug-2024 15:59:12,8.871087928464984,-37.79459540665903,36.61,14-Aug-2023,https://nsearchives.nseindia.com/365d/ULTRACEMCO-EQ.svg,15-Jul-2024,-7.02,https://nsearchives.nseindia.com/30d/ULTRACEMCO-EQ.svg,https://nsearchives.nseindia.com/today/ULTRACEMCOEQN.svg,EQ,"{'symbol': 'ULTRACEMCO', 'companyName': 'UltraTech Cement Limited', 'industry': 'Cement & Cement Products', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE481G01011', 'slb_isin': 'INE481G01011', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,COALINDIA,COALINDIAEQN,522.9,527.9,499.05,506.1,521.75,-15.65,-3.0,1154014018329.04,542.25,227.0,14766889,7509701400.95,14-Aug-2024 15:59:48,6.6666666666666625,-122.95154185022028,115.78,14-Aug-2023,https://nsearchives.nseindia.com/365d/COALINDIA-EQ.svg,15-Jul-2024,1.4,https://nsearchives.nseindia.com/30d/COALINDIA-EQ.svg,https://nsearchives.nseindia.com/today/COALINDIAEQN.svg,EQ,"{'symbol': 'COALINDIA', 'companyName': 'Coal India Limited', 'industry': 'Coal', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE522F01014', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,HEROMOTOCO,HEROMOTOCOEQN,5280.0,5297.6,4991.0,5079.0,5245.5,-166.5,-3.17,660042569998.5,5894.55,2890.0,2185163,11151039750.41,14-Aug-2024 15:59:34,13.835661755350284,-75.7439446366782,68.48,14-Aug-2023,https://nsearchives.nseindia.com/365d/HEROMOTOCO-EQ.svg,15-Jul-2024,-9.52,https://nsearchives.nseindia.com/30d/HEROMOTOCO-EQ.svg,https://nsearchives.nseindia.com/today/HEROMOTOCOEQN.svg,EQ,"{'symbol': 'HEROMOTOCO', 'companyName': 'Hero MotoCorp Limited', 'industry': '2/3 Wheelers', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE158A01026', 'slb_isin': 'INE158A01026', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
0,DIVISLAB,DIVISLABEQN,4848.0,4848.0,4642.05,4666.0,4861.8,-195.8,-4.03,594564669254.4,5024.85,3295.3,729449,3418876401.57,14-Aug-2024 15:59:52,7.1415067116431405,-41.59560586289563,24.97,14-Aug-2023,https://nsearchives.nseindia.com/365d/DIVISLAB-EQ.svg,15-Jul-2024,1.89,https://nsearchives.nseindia.com/30d/DIVISLAB-EQ.svg,https://nsearchives.nseindia.com/today/DIVISLABEQN.svg,EQ,"{'symbol': 'DIVISLAB', 'companyName': ""Divi's Laboratories Limited"", 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE361B01024', 'slb_isin': 'INE361B01024', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
