symbol,open,high,low,issue_price,ltP,chn,per,qty,trdVal,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,maturityDate,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
SGBNOV25,0,0,0,2884,7500,0,0.00,0,0,7602,5805,,,28.8659793814433,-0.34639592775511935,7500,1.3417521704814523,-29.198966408268735,NOV25,https://nsearchives.nseindia.com/today/SGBNOV25GBN.svg,25.09,09-Aug-2023,https://nsearchives.nseindia.com/365d/SGBNOV25-GB.svg,15-Jul-2024,-0.35,https://nsearchives.nseindia.com/30d/SGBNOV25-GB.svg,"{'symbol': 'SGBNOV25', 'companyName': '2.50% GOLDBONDS2025SR-VII', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170091', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBDEC2512,0,0,0,2840,7303.05,0,0.00,0,0,7800,5810,,,23.25822784810127,-3.907236842105261,7303.05,6.371153846153844,-25.697934595524963,C2512,https://nsearchives.nseindia.com/today/SGBDEC2512GBN.svg,23.26,10-Aug-2023,https://nsearchives.nseindia.com/365d/SGBDEC2512-GB.svg,12-Jul-2024,-3.92,https://nsearchives.nseindia.com/30d/SGBDEC2512-GB.svg,"{'symbol': 'SGBDEC2512', 'companyName': '2.50%GOLDBONDS2025 SR-XII', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170141', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBDC27VII,7441.7,7441.7,7441.7,0,7441.7,0.04,0.00,2,14883.4,8000,5750,,,25.704391891891888,-6.978750000000002,7441.66,6.978750000000002,-29.420869565217387,27VII,https://nsearchives.nseindia.com/today/SGBDC27VIIGBN.svg,25.41,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBDC27VII-GB.svg,15-Jul-2024,-6.98,https://nsearchives.nseindia.com/30d/SGBDC27VII-GB.svg,"{'symbol': 'SGBDC27VII', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% DEC 2027 SR-VII 2019-20', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020190461', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBOCT25V,0,0,0,2921,7275,0,0.00,0,0,7700,5741,,,23.305084745762713,-5.507208728406287,7275,5.51948051948052,-26.72008360912733,CT25V,https://nsearchives.nseindia.com/today/SGBOCT25VGBN.svg,24.36,11-Aug-2023,https://nsearchives.nseindia.com/365d/SGBOCT25V-GB.svg,15-Jul-2024,-5.51,https://nsearchives.nseindia.com/30d/SGBOCT25V-GB.svg,"{'symbol': 'SGBOCT25V', 'companyName': '2.50% GOLDBONDS2025SR-V', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170075', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBNOV25VI,0,0,0,2895,7699.95,0,0.00,0,0,7777.77,5501,,,28.39669834917458,4.194181326116371,7699.95,1.0005438576867227,-39.97364115615342,V25VI,https://nsearchives.nseindia.com/today/SGBNOV25VIGBN.svg,28.4,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBNOV25VI-GB.svg,-,-,-,"{'symbol': 'SGBNOV25VI', 'companyName': '2.50% GOLDBONDS2025SR-VI', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170083', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBDEC26,7351,7351,7351,3069,7351,0,0.00,3,22053,7958,5800,,,24.593220338983052,-2.7388197935961895,7351,7.627544609198291,-26.74137931034483,DEC26,https://nsearchives.nseindia.com/today/SGBDEC26GBN.svg,-,-,-,15-Jul-2024,-2.74,https://nsearchives.nseindia.com/30d/SGBDEC26-GB.svg,"{'symbol': 'SGBDEC26', 'companyName': '2.50%GOLDBONDS2026Sr-IV', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020180389', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBNOV258,0,0,0,2911,7300,0,0.00,0,0,7650,5805,,,23.728813559322035,-3.9473684210526314,7300,4.57516339869281,-25.753660637381568,OV258,https://nsearchives.nseindia.com/today/SGBNOV258GBN.svg,24.36,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBNOV258-GB.svg,12-Jul-2024,-2.67,https://nsearchives.nseindia.com/30d/SGBNOV258-GB.svg,"{'symbol': 'SGBNOV258', 'companyName': '2.50%GOLDBONDS2025SR-VIII', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170109', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBOCT25IV,0,0,0,2937,7250.01,0,0.00,0,0,7998.99,5800,,,23.889439507860565,-5.843414567627057,7250.01,9.363432133306825,-25.00017241379311,T25IV,https://nsearchives.nseindia.com/today/SGBOCT25IVGBN.svg,23.91,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBOCT25IV-GB.svg,12-Jul-2024,-7.98,https://nsearchives.nseindia.com/30d/SGBOCT25IV-GB.svg,"{'symbol': 'SGBOCT25IV', 'companyName': '2.50% GOLDBONDS2025SR-IV', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170067', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBMAR28X,0,0,0,0,7450,0,0.00,0,0,7900,5724,,,26.89490717083972,-0.8121421914525363,7450,5.69620253164557,-30.15373864430468,AR28X,https://nsearchives.nseindia.com/today/SGBMAR28XGBN.svg,26.92,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBMAR28X-GB.svg,15-Jul-2024,-0.81,https://nsearchives.nseindia.com/30d/SGBMAR28X-GB.svg,"{'symbol': 'SGBMAR28X', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% MAR 2028 SR-X 2019-20', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020190552', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJUN27,0,0,0,0,7500,0,0.00,0,0,7969,5775,,,28.183216544180482,-2.0350583871052037,7500,5.885305559041285,-29.87012987012987,JUN27,https://nsearchives.nseindia.com/today/SGBJUN27GBN.svg,28.47,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJUN27-GB.svg,15-Jul-2024,-2.04,https://nsearchives.nseindia.com/30d/SGBJUN27-GB.svg,"{'symbol': 'SGBJUN27', 'companyName': '2.50%GOLDBONDS2027Sr-I', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': ['EQ'], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020190073', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBDEC25XI,0,0,0,2902,7253,0,0.00,0,0,7630,5800,,,23.94032135966958,-3.7040675837328485,7253,4.941022280471822,-25.051724137931036,C25XI,https://nsearchives.nseindia.com/today/SGBDEC25XIGBN.svg,22.94,10-Aug-2023,https://nsearchives.nseindia.com/365d/SGBDEC25XI-GB.svg,-,-,-,"{'symbol': 'SGBDEC25XI', 'companyName': '2.50%GOLDBONDS 2025 SR-XI', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170133', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJAN26,7322,7322,7201,2831,7300,-2,-0.03,16,116732.96,8000,5801,,,23.728813559322035,-4.325032765399738,7302,8.75,-25.840372349594897,JAN26,https://nsearchives.nseindia.com/today/SGBJAN26GBN.svg,23.73,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJAN26-GB.svg,15-Jul-2024,-4.33,https://nsearchives.nseindia.com/30d/SGBJAN26-GB.svg,"{'symbol': 'SGBJAN26', 'companyName': '2.50%GOLDBONDS2026SR-XIV', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170166', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJUN30,7525,7557,7517,0,7545,-5,-0.07,151,1137671.75,8030,5751,,,27.88135593220339,-3.2224549557927302,7550,6.039850560398506,-31.194574856546687,JUN30,https://nsearchives.nseindia.com/today/SGBJUN30GBN.svg,27.83,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJUN30-GB.svg,15-Jul-2024,-3.28,https://nsearchives.nseindia.com/30d/SGBJUN30-GB.svg,"{'symbol': 'SGBJUN30', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% JUNE 2030 SR-I 2022-23', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020220045', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJUL25,7370,7370,7310,2780,7361,-9,-0.12,10,73546,7894,5681,,,25.61433447098976,-3.131991051454139,7370,6.751963516594882,-29.57225840521035,JUL25,https://nsearchives.nseindia.com/today/SGBJUL25GBN.svg,25.18,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJUL25-GB.svg,15-Jul-2024,-3.22,https://nsearchives.nseindia.com/30d/SGBJUL25-GB.svg,"{'symbol': 'SGBJUL25', 'companyName': 'Sovereign Gold Bonds- 2.50% JUL 2025 Sr-II 2017-18', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020170034', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJUN28,7376.2,7498.11,7376.2,0,7392,-8.66,-0.12,42,311390.1,7999.99,5800,,,26.05729877216917,-4.0,7400.66,7.599884499855622,-27.448275862068964,JUN28,https://nsearchives.nseindia.com/today/SGBJUN28GBN.svg,26.74,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJUN28-GB.svg,15-Jul-2024,-3.96,https://nsearchives.nseindia.com/30d/SGBJUN28-GB.svg,"{'symbol': 'SGBJUN28', 'companyName': 'SOVEREIGN GOLD BONDS 2.5% JUN 2028 SR-III 2020-21', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020200104', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBAUG29V,7510,7575,7445,0,7515.91,-10.52,-0.14,174,1310138.22,8250,5807,,,27.486621038258317,-2.856186400478751,7526.43,8.898060606060607,-29.42844842431548,UG29V,https://nsearchives.nseindia.com/today/SGBAUG29VGBN.svg,26.28,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBAUG29V-GB.svg,15-Jul-2024,-2.86,https://nsearchives.nseindia.com/30d/SGBAUG29V-GB.svg,"{'symbol': 'SGBAUG29V', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% AUGUST 2029 SR-V 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210129', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBSEP31II,7741.01,7749.99,7710,0,7725,-13.75,-0.18,700,5410258,8135,5813,,,0.0,-2.4210937174342253,7738.75,5.039950829748002,-32.8917942542577,P31II,https://nsearchives.nseindia.com/today/SGBSEP31IIGBN.svg,-,-,-,15-Jul-2024,-2.4,https://nsearchives.nseindia.com/30d/SGBSEP31II-GB.svg,"{'symbol': 'SGBSEP31II', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% SEPTEMBER 2031 SR-II 2023-24', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020230093', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBOCT27,7401,7401,7401,0,7401,-14,-0.19,8,59208,7950,5767,,,25.867346938775512,-1.385742838107928,7415,6.90566037735849,-28.333622333969135,OCT27,https://nsearchives.nseindia.com/today/SGBOCT27GBN.svg,25.87,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBOCT27-GB.svg,15-Jul-2024,-1.39,https://nsearchives.nseindia.com/30d/SGBOCT27-GB.svg,"{'symbol': 'SGBOCT27', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% OCT 2027 SR-V 2019-20', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020190370', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBDE30III,7700,7748.19,7676,0,7700,-14.68,-0.19,99,762347.52,8148.99,5825,,,30.608533995535574,-1.1654772295528082,7714.68,5.509762559531915,-32.18884120171674,30III,https://nsearchives.nseindia.com/today/SGBDE30IIIGBN.svg,31.5,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBDE30III-GB.svg,15-Jul-2024,-0.76,https://nsearchives.nseindia.com/30d/SGBDE30III-GB.svg,"{'symbol': 'SGBDE30III', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% DECEMBER 2030 SR-III 2022-23', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020220110', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SGBJAN30IX,7549.26,7669.97,7489,0,7529.99,-19.27,-0.26,166,1246352.9,7990,5693,,,28.82039368112034,-2.524401294498385,7549.26,5.757321652065084,-32.26752151765325,N30IX,https://nsearchives.nseindia.com/today/SGBJAN30IXGBN.svg,27.67,14-Aug-2023,https://nsearchives.nseindia.com/365d/SGBJAN30IX-GB.svg,15-Jul-2024,-2.52,https://nsearchives.nseindia.com/30d/SGBJAN30IX-GB.svg,"{'symbol': 'SGBJAN30IX', 'companyName': 'SOVEREIGN GOLD BONDS 2.50% JANUARY 2030 SR-IX 2021-22', 'activeSeries': ['GB'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'IN0020210236', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
